node_id,alertname,dc_id,dc_name,guestos_version,ip_address,ipv4_connectivity_status,node_hardware_generation,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
avrvz-tduah-oleb5-u4nec-ggmxo-cse6h-7bgd4-lhizh-tg5os-5fis5-uqe,,ny1,New York,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2607:f1d0:10:1:6801:f4ff:fe59:14f3,False,GenUnknown,dmqux-7xfgo-xd535-6kkav-qjjnm-c7zza-g4j6g-ooctw-gdisv-zvh6z-7qe,2hl5k-umjdt-ykii4-goecz-kkps6-nvl53-l7ost-p4mcp-qmnmw-rzrfc-mqe,ParaFi Technologies NS LLC,UNASSIGNED,Tierpoint,"North America,US,New York",UP,
awhiz-gcfjf-z7376-6sohx-tafjb-om2yt-wbneu-qhkqz-ukjcs-vj3uq-bae,,mb1,Maribor,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a00:fc0:5000:300:6801:50ff:fe24:f9b0,False,GenUnknown,ozfkj-ugoiu-5k6fd-yicvj-k6wbj-fltwh-4vmwd-mqazn-fbdkn-j5uel-3qe,c5svp-7pkmf-agz5x-536k7-r7rcw-4wn3a-eo7pt-ry7su-j42uq-bvnzf-iqe,BlockFinance,UNASSIGNED,Posita.si,"Europe,SI,Maribor",UP,
awmdh-qwewl-6fgbr-dled5-2elki-xwucv-sslhm-awghc-dbxby-phz5e-wae,,nm1,Navi Mumbai 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:7500:1016:0:6801:85ff:feaf:76b7,False,GenUnknown,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,opn46-zyspe-hhmyp-4zu6u-7sbrh-dok77-m7dch-im62f-vyimr-a3n2c-4ae
awpkn-yaohh-7l6ta-dvz7u-mxrqo-7ahi2-ag22k-3e3dx-vjnaf-mkbmj-sqe,,zh6,Zurich 6,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a01:2a8:a13c:1:6801:68ff:fef3:36f6,False,GenUnknown,ciprs-d7ktn-eiqrv-pqbcf-npk57-ty4m3-npkk2-yu4en-d4ccs-ek5xw-dae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,REPLICA,Green.ch,"Europe,CH,Zurich",UP,4utr6-xo2fz-v7fsb-t3wsg-k7sfl-cj2ba-ghdnd-kcrfo-xavdb-ebean-mqe
ax6zb-r4jnm-5aswz-ahoqx-ujs2a-mcvds-6gmdt-4ggxg-tkwdr-3323l-vqe,,bt1,Vilnius 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:1ab9:f000:1542:6801:fff:feff:8caa,False,GenUnknown,y3du2-sq3a6-77vah-wj3cb-r72q2-lxo4k-t2fxb-odc7n-xyf7n-zbnkd-vae,ivf2y-crxj4-y6ewo-un35q-a7pum-wqmbw-pkepy-d6uew-bfmff-g5yxe-eae,Ivanov Oleksandr,UNASSIGNED,Baltneta,"Europe,LT,Vilnius",UP,
axdtk-ibkoc-pu5eo-iia2s-taksj-v7l6i-erlc4-kls3q-yeiks-xbfgo-aqe,,lv1,Las Vegas,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:3006:1400:1500:6801:2dff:fe1b:f3ba,False,GenUnknown,gsps3-qfdvq-s2sxt-d2v3e-yk4kk-w4bvn-tznft-y7x4x-im7if-umuub-wqe,eipr5-izbom-neyqh-s3ec2-52eww-cyfpg-qfomg-3dpwj-4pffh-34xcu-7qe,"87m Neuron, LLC",UNASSIGNED,Flexential,"North America,US,Nevada",UP,
axmok-d4arr-sjcjs-cd56j-biooj-lo4fh-vfuoo-fextc-5iw2d-6zhq5-4ae,,nd1,New Delhi 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:7500:ff1:20:6801:eff:fec6:e176,False,GenUnknown,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,snjp4-xlbw4-mnbog-ddwy6-6ckfd-2w5a2-eipqo-7l436-pxqkh-l6fuv-vae
ayf37-rq2hn-jiuvy-c2i3m-3kft2-v3jbe-c6mzo-f6yjy-sv52k-poii6-5ae,,sg3,Singapore 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2401:3f00:1000:23:6801:b7ff:fe01:dea,False,GenUnknown,vicvb-nkzkt-tj2lz-yzzw4-gfcsj-3eggv-izdti-tarpt-fsojm-lgq22-wae,x7uok-pi537-itm37-unjn3-ewkze-kuetg-kptap-nuqak-auq7z-tn5ey-dqe,Protocol16,UNASSIGNED,Racks Central,"Asia,SG,Singapore",UP,
aysgz-pha2n-py2nc-nowga-sl2ko-yevb6-jn2ik-5r3bx-u4juk-o3qol-yae,,im2,Douglas 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a03:9e00:40a:ffff:6801:95ff:fe9b:81c3,False,GenUnknown,ylbc3-d72nf-cv76h-era7m-zefob-r5kyw-kvdtp-xq4ep-nthfy-ml5ua-iae,glrjs-2dbzh-owbdd-fpp5e-eweoz-nsuto-e3jmk-tl42c-wem4f-qfpfa-qqe,Zarety LLC,UNASSIGNED,Continent8,"Europe,IM,Douglas",UP,
ayugg-n2ex3-azu4v-3sddp-mtbj5-k3ygp-tcmmy-pp2f3-3faes-hw77i-aqe,,hu1,Houston,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:b900:4001:76:6801:9fff:fe89:cc25,False,GenUnknown,fthz3-5otsb-xppaq-zhlut-dxel6-5fgxj-oz56h-r7zrz-xlq5z-cxpe4-uae,sqhxa-h6ili-qkwup-ohzwn-yofnm-vvnp5-kxdhg-saabw-rvua3-xp325-zqe,43rd Big Idea Films,UNASSIGNED,TRG,"North America,US,Texas",UP,
b37zb-apiex-wwlpd-ccbxn-yes6n-q44fy-jtz3j-mjxrs-ecw7v-lzmut-oae,,nd1,New Delhi 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:7500:ff1:20:6801:89ff:fe23:eff2,False,GenUnknown,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,4utr6-xo2fz-v7fsb-t3wsg-k7sfl-cj2ba-ghdnd-kcrfo-xavdb-ebean-mqe
b3knf-xg5xg-p3oyq-dgpdw-xjz2l-n35mj-pdoyl-4dgas-u2t5l-bndrp-hqe,,bu1,Bucharest,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a04:9dc0:0:108:6801:38ff:fe24:a0aa,False,GenUnknown,c5ssg-eh22p-pmsn6-fpjzj-k5nql-mx5mc-7gb4a-4klco-c4f37-ydnfp-bae,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,REPLICA,M247 ,"Europe,RO,Bucuresti",UP,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae
b3ml3-v62hu-gdyb5-2raax-b33g2-nav6y-i5d3n-carmz-tosee-rbhk3-lqe,,li1,Lisbon 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a00:1c60:0:14:6801:87ff:fe6d:f27a,False,GenUnknown,xbvdm-vrdwg-wcvpo-dwsdp-akpmo-sresk-53cg5-mwpn3-adhco-rwzym-gqe,3oqw6-vmpk2-mlwlx-52z5x-e3p7u-fjlcw-yxc34-lf2zq-6ub2f-v63hk-lae,Vladyslav Popov,REPLICA,Dotsi,"Europe,PT,Lisbon",UP,ejbmu-grnam-gk6ol-6irwa-htwoj-7ihfl-goimw-hlnvh-abms4-47v2e-zqe
b44r4-u77ay-myhhv-d6d75-jusik-b7ry2-g6ms5-6okxm-tumyx-rjm4g-4ae,,bn1,South Moravian Region 1,cf1ef976fe18d402f61345af07c0f75c1f86dc25,2a01:430:18c:0:6801:4fff:feff:296,False,GenUnknown,zc635-ppr46-ap6eg-pghtn-wtnxz-6czvv-a4uxm-adjgb-wtoh4-2ddnl-uae,efem5-kmwaw-xose7-zzhgg-6bfif-twmcw-csg7a-lmqvn-wrdou-mjwlb-vqe,Lukas Helebrandt,REPLICA,Master Internet,"Europe,CZ,South Moravian Region",UP,w4asl-4nmyj-qnr7c-6cqq4-tkwmt-o26di-iupkq-vx4kt-asbrx-jzuxh-4ae
b5pgw-6wtjo-dzwgu-zkfz6-3l5f3-cw6ka-y4crr-dikku-fkjbe-lfzki-qae,,sg1,Singapore,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:3f00:1000:24:6801:3bff:fe67:276a,False,GenUnknown,d4bin-5o2wg-ycbdq-yljr7-45pjv-ptf6d-v243j-vg6x5-dlo7t-yqu62-5qe,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,REPLICA,Telin,"Asia,SG,Singapore",UP,4ecnw-byqwz-dtgss-ua2mh-pfvs7-c3lct-gtf4e-hnu75-j7eek-iifqm-sqe
bafm2-xnr2g-ztwfs-dnc5i-gqygr-sne73-6nyu2-66x2z-qnax4-ec5ru-hae,,sh1,Stockholm 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:4c08:2003:b09:6801:f2ff:febd:7436,False,GenUnknown,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,opn46-zyspe-hhmyp-4zu6u-7sbrh-dok77-m7dch-im62f-vyimr-a3n2c-4ae
bayvy-p36kq-krz3d-o5lay-rxx3w-h35pc-235tv-mmhfe-b674r-xwfnq-mae,,ge1,Geneva,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a0f:cd00:2:1:6801:91ff:fe02:20e1,False,GenUnknown,yngfj-akg4s-nectt-whzgk-5zqbw-z3e5u-zuycn-zqygi-xz4vt-244v6-zae,7ryes-jnj73-bsyu4-lo6h7-lbxk5-x4ien-lylws-5qwzl-hxd5f-xjh3w-mqe,Extragone SA,REPLICA,HighDC,"Europe,CH,Geneva",UP,ejbmu-grnam-gk6ol-6irwa-htwoj-7ihfl-goimw-hlnvh-abms4-47v2e-zqe
bbagu-dnle7-gc3zz-7dqkj-aflcj-c5nvr-w36w6-zbk6x-mutkh-sj55s-yqe,,gn1,Greater Noida 1,c25143850963143c9ee6bec77fe8ccf8306a4949,2406:1840:2100:1:6801:5bff:fe4d:51f5,False,GenUnknown,slaxf-2q2iy-ikmsy-u2jnq-ev2u2-z2ryl-5w4ri-uf2v3-hxfuc-yrdbx-uae,cp5ib-twnmx-h4dvd-isef2-tu44u-kb2ka-fise5-m4hta-hnxoq-k45mm-hqe,ACCUSET SOLUTIONS,REPLICA,Yotta,"Asia,IN,Greater Noida",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
bbap7-dgab2-kcoth-ddzci-jzihw-gesc7-rugiz-uagk3-necag-k7kjf-mqe,,pl1,Portland,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:3004:1200:1200:6801:e1ff:fee4:83d0,False,GenUnknown,dvfhx-jb24w-j6t5m-i7hv7-7a6on-heiyd-cgjrk-kby5c-nhej4-lmbql-yae,dodsd-rsjlg-sgekb-gr6mi-l6fck-tscwk-4jzgl-fwk4q-ncoyu-ulx53-aqe,Uvaca Labs LLC,UNASSIGNED,Flexential,"North America,US,Oregon",UP,
bc3ni-4ooev-32li4-xl33g-4jw2b-ebr4o-2cxda-daz3i-buumt-6noyl-4ae,,im1,Douglas 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a01:6a01:1:0:6801:afff:fe18:cb69,False,GenUnknown,4isre-d3zxy-xpque-tagdf-xdzjp-hk7x3-szquu-kuwej-52cfy-f6jwc-zqe,rpfvr-s3kuw-xdqrr-pvuuj-hc7hl-olytw-yxlie-fmr74-sr572-6gdqx-iqe,Blue Ant LLC,UNASSIGNED,Manx Telecom,"Europe,IM,Douglas",UP,
bcbz4-w2ogq-jt7xk-xd7b2-ylhei-ygp3n-pjpdy-253tu-fpn3s-f5asy-fqe,,lv1,Las Vegas,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2600:3006:1400:1500:6801:17ff:fe89:4fb8,True,GenUnknown,gsps3-qfdvq-s2sxt-d2v3e-yk4kk-w4bvn-tznft-y7x4x-im7if-umuub-wqe,eipr5-izbom-neyqh-s3ec2-52eww-cyfpg-qfomg-3dpwj-4pffh-34xcu-7qe,"87m Neuron, LLC",API_BOUNDARY,Flexential,"North America,US,Nevada",UP,
bcc4x-ej7tr-amnzq-64fz7-3pnyv-7jl3u-d45he-midmo-niqwz-nigrl-2ae,,or1,Orlando,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:3fc0:3002:0:6801:3aff:fefe:6447,False,GenUnknown,2rqo7-ot2kv-upof3-odw3y-sjckb-qeibt-n56vj-7b4pt-bvrtg-zay53-4qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",UNASSIGNED,Datasite,"North America,US,Florida",UP,
bew7t-tep7b-5hpwc-pzfcb-wvyfo-mhcu6-vnrkl-a2f6e-2aq4e-c4ezy-7ae,,to2,Toronto 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:438:8000:10:6801:4fff:fe96:33c4,False,GenUnknown,4lp6i-khv7q-lkgk3-hhrc6-ysjag-korh7-ysojw-7gv3h-glhdz-rpjrt-sqe,7at4h-nhtvt-a4s55-jigss-wr2ha-ysxkn-e6w7x-7ggnm-qd3d5-ry66r-cae,Blockchain Development Labs,REPLICA,Cyxtera,"North America,CA,Ontario",UP,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe
bfbpg-wbgy6-vqu5a-bqnyp-bcb43-mp3yz-2t3sj-nkrnp-ac7ux-g2jj3-yae,,br2,Brussels 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:920:401a:1706:6801:17ff:fecb:6834,False,GenUnknown,oorkg-ilned-36bwb-vyprm-56g55-hp6xq-gucq3-fmn2i-44a4e-txzlp-gqe,rbn2y-6vfsb-gv35j-4cyvy-pzbdu-e5aum-jzjg6-5b4n5-vuguf-ycubq-zae,Allusion,UNASSIGNED,AtlasEdge,"Europe,BE,Brussels Capital",UP,
bfj6y-cmhcf-6fxs7-ku2u4-tucww-b2eej-2dmap-snurk-3yaks-ss7xe-rae,,pl2,Panvel 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2406:1840:100:15:6801:8fff:fe6e:e500,True,GenUnknown,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,API_BOUNDARY,Yotta,"Asia,IN,Panvel",UP,
bg6ol-uul6n-2bl4u-ayztf-drnzz-4eczv-lff6m-34scy-adxb4-ewhhi-eqe,,im2,Douglas 2,,2a03:9e00:40a:ffff:6801:ff:feb3:bd70,,,ylbc3-d72nf-cv76h-era7m-zefob-r5kyw-kvdtp-xq4ep-nthfy-ml5ua-iae,glrjs-2dbzh-owbdd-fpp5e-eweoz-nsuto-e3jmk-tl42c-wem4f-qfpfa-qqe,Zarety LLC,UNASSIGNED,Continent8,"Europe,IM,Douglas",DOWN,
bgggq-a5733-6jz4w-tkokf-qrfch-2ihve-rhfzf-5popi-r5qaf-5kfqy-kae,,im2,Douglas 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a03:9e00:40a:ffff:6801:73ff:fecb:cde6,False,GenUnknown,ylbc3-d72nf-cv76h-era7m-zefob-r5kyw-kvdtp-xq4ep-nthfy-ml5ua-iae,glrjs-2dbzh-owbdd-fpp5e-eweoz-nsuto-e3jmk-tl42c-wem4f-qfpfa-qqe,Zarety LLC,UNASSIGNED,Continent8,"Europe,IM,Douglas",UP,
bhrbv-chf2l-tjjcj-mqryf-7z7ww-z6xi3-su7hl-idbfo-nnfpu-u6aju-nae,,fr2,Frankfurt 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:4d78:400:10a:6801:b1ff:fec8:5309,False,GenUnknown,3nu7r-l6i5c-jlmhi-fmmhm-4wcw4-ndlwb-yovrx-o3wxh-suzew-hvbbo-7qe,wdnqm-clqti-im5yf-iapio-avjom-kyppl-xuiza-oaz6z-smmts-52wyg-5ae,Virtual Hive Ltd,REPLICA,Equinix,"Europe,DE,Hesse",UP,ejbmu-grnam-gk6ol-6irwa-htwoj-7ihfl-goimw-hlnvh-abms4-47v2e-zqe
bjhao-hlctl-g24ce-7hfcg-mqxbw-yxhyq-q23mj-smxsk-4o2s4-u353p-zqe,,bu1,Bucharest,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a04:9dc0:0:108:6801:8dff:fe29:4876,False,GenUnknown,c5ssg-eh22p-pmsn6-fpjzj-k5nql-mx5mc-7gb4a-4klco-c4f37-ydnfp-bae,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,REPLICA,M247 ,"Europe,RO,Bucuresti",UP,kp5jj-kpgmn-f4ohx-uqot6-wtbbr-lmtqv-kpkaf-gcksv-snkwm-43kmy-iae
bkg32-x7k7j-t66jk-b4wqq-vul5w-qdtrw-5uefo-yuknb-fe54a-tp4lu-iae,,im1,Douglas 1,c25143850963143c9ee6bec77fe8ccf8306a4949,2a01:6a01:1:0:6801:35ff:fea6:a1b6,False,GenUnknown,4isre-d3zxy-xpque-tagdf-xdzjp-hk7x3-szquu-kuwej-52cfy-f6jwc-zqe,rpfvr-s3kuw-xdqrr-pvuuj-hc7hl-olytw-yxlie-fmr74-sr572-6gdqx-iqe,Blue Ant LLC,REPLICA,Manx Telecom,"Europe,IM,Douglas",UP,2fq7c-slacv-26cgz-vzbx2-2jrcs-5edph-i5s2j-tck77-c3rlz-iobzx-mqe
bkult-ic75e-xfviw-iyidh-tivyz-r7fvw-7r4xt-aawip-cp7vm-4iu2v-rae,,lj1,Ljubljana,c25143850963143c9ee6bec77fe8ccf8306a4949,2a02:800:2:2003:6801:50ff:fe7a:5726,False,GenUnknown,gl27f-y5srq-yy5ot-v4x5z-y2a2s-sgoor-l4gjg-qv4x4-v2olb-dz4dc-wae,wdjjk-blh44-lxm74-ojj43-rvgf4-j5rie-nm6xs-xvnuv-j3ptn-25t4v-6ae,Fractal Labs AG,REPLICA,Posita.si,"Europe,SI,Ljubljana",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
blcw7-64reu-4kwke-es7l7-v5uel-hi4ll-a4oki-uw2n7-3dbdy-vdzgh-oqe,,lj1,Ljubljana,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a02:800:2:2003:6801:e5ff:fef6:e6d0,False,GenUnknown,gl27f-y5srq-yy5ot-v4x5z-y2a2s-sgoor-l4gjg-qv4x4-v2olb-dz4dc-wae,wdjjk-blh44-lxm74-ojj43-rvgf4-j5rie-nm6xs-xvnuv-j3ptn-25t4v-6ae,Fractal Labs AG,UNASSIGNED,Posita.si,"Europe,SI,Ljubljana",UP,
blwrh-vy7in-z6m26-cvugi-ra7fw-spp4m-rpuca-3xt7e-6srkk-qxlgi-rqe,,ge1,Geneva,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a0f:cd00:2:1:6801:aff:fede:f312,True,GenUnknown,xdara-l6rzn-6rkv5-lwrfr-6idlg-nptsg-7x64q-w4vfd-dhwre-2pkwz-qqe,w4buy-lgwzr-pccs7-huzhh-qqnws-rns75-iaoox-jolrm-xs2ra-vdu3o-2qe,Decentralized Entities Foundation,UNASSIGNED,HighDC,"Europe,CH,Geneva",UP,
bmpar-rvlwh-dsdqv-3p53v-lje4k-lhhx6-thcfv-cph4c-kv3zg-svxuw-5ae,,to1,Toronto,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:4c8:107f:8100:6801:19ff:fe37:b1c9,False,GenUnknown,wrg4t-j7q47-ujpct-veypa-6s2w7-6jw5o-z4iec-wc7er-egjlo-t4kza-7qe,2wxzd-qrbrs-ailta-kdtyb-ucg35-xcxd4-txevb-ot7hx-wiyus-szcca-nqe,0X52,UNASSIGNED,Cyxtera,"North America,CA,Ontario",UP,
boilq-in4au-u5skr-4vogv-fnrj3-i7n5x-ubn4b-zkfya-zwszy-t6ync-dqe,,an1,Antwerp,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:920:401a:1708:6801:94ff:fe7f:74a6,False,GenUnknown,z4wll-7faab-6nzvh-bongq-wk46y-3y5th-ou7ft-lwlmf-35vzy-3bmqo-3qe,acqus-l4yyc-h44lw-grfxw-h7jqf-mtvt3-huwmj-4s372-sc5db-5nsfr-2ae,DeNoDe,UNASSIGNED,Datacenter United,"Europe,BE,Flanders",UP,
bptaj-nejw4-osqqa-zwrej-ysl2o-5ffgj-hkjr6-2w6fi-jczex-vjutw-iae,,ta2,Tallinn 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a07:9280:0:7:6801:4dff:fedb:1d70,False,GenUnknown,y3nsb-fnmit-izacl-h6xxg-djjye-lgpll-hpsot-oztv7-ezzge-7w2ot-nqe,3oqw6-vmpk2-mlwlx-52z5x-e3p7u-fjlcw-yxc34-lf2zq-6ub2f-v63hk-lae,Vladyslav Popov,REPLICA,Telia DC,"Europe,EE,Tallinn",UP,lhg73-sax6z-2zank-6oer2-575lz-zgbxx-ptudx-5korm-fy7we-kh4hl-pqe
bq47i-nl3wp-zbsv3-juxt5-ptcqw-wfm6e-eqv5e-m3y4e-w6xgk-z7rmw-eqe,,dl1,Dallas,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2600:3000:6100:200:6801:8eff:fee2:7230,False,GenUnknown,mw64v-jynex-7tu52-5a3te-ifbop-nh7y7-w7lno-ymmht-b7fmy-wfhha-gqe,eipr5-izbom-neyqh-s3ec2-52eww-cyfpg-qfomg-3dpwj-4pffh-34xcu-7qe,"87m Neuron, LLC",REPLICA,Flexential,"North America,US,Texas",UP,opn46-zyspe-hhmyp-4zu6u-7sbrh-dok77-m7dch-im62f-vyimr-a3n2c-4ae
bs2f6-hqzox-bkqoe-aw3jj-7lso3-hyo33-tiq74-kuinv-ucdez-vtt4a-3ae,,zh2,Zurich 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a00:fb01:400:200:6801:22ff:fe69:615c,False,GenUnknown,db7fe-oft52-pi5du-za72s-sh5oy-6wmnv-hje7y-i5k2l-txseu-anq6c-rqe,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,qxesv-zoxpm-vc64m-zxguk-5sj74-35vrb-tbgwg-pcird-5gr26-62oxl-cae
bs7jr-2hrlr-krdlk-qmuzs-hkphr-3jzx5-f5smp-6xwyp-inleo-xg4qg-iqe,,fr2,Frankfurt 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:4d78:400:10a:6801:4dff:fe03:3906,False,GenUnknown,ujq4k-55epc-pg2bt-jt2f5-6vaq3-diru7-edprm-42rd2-j7zzd-yjaai-2qe,wdnqm-clqti-im5yf-iapio-avjom-kyppl-xuiza-oaz6z-smmts-52wyg-5ae,Virtual Hive Ltd,REPLICA,Equinix,"Europe,DE,Hesse",UP,mkbc3-fzim5-s5pye-pbnzo-uj5yv-raphe-ceecn-ejd6g-5poxm-dzuot-iae
bv2x3-p2b3h-b23rg-aoq3s-kdzo2-pipmf-5y2me-jfa4w-tb7vr-qistz-2ae,,cm1,Colombo 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2404:f000:100:200:6801:e2ff:fea5:d4d3,False,GenUnknown,ywjtr-pq5wc-m6foq-tyxvk-2a3wc-dlg3k-aaebf-6rk2d-5yvn7-tf743-gqe,eybf4-6t6bb-unfb2-h2hhn-rrfi2-cd2vs-phksn-jdmbn-i463m-4lzds-vqe,Geodd Pvt Ltd,REPLICA,OrionStellar,"Asia,LK,Colombo",UP,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae
bwicx-4gcmo-yswte-eb3ec-mc4cf-3wdjb-ueiuh-2xdwn-qnpn7-luand-6qe,,fr2,Frankfurt 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:4d78:400:10a:6801:b5ff:feff:9fe4,False,GenUnknown,3nu7r-l6i5c-jlmhi-fmmhm-4wcw4-ndlwb-yovrx-o3wxh-suzew-hvbbo-7qe,wdnqm-clqti-im5yf-iapio-avjom-kyppl-xuiza-oaz6z-smmts-52wyg-5ae,Virtual Hive Ltd,REPLICA,Equinix,"Europe,DE,Hesse",UP,lspz2-jx4pu-k3e7p-znm7j-q4yum-ork6e-6w4q6-pijwq-znehu-4jabe-kqe
bxczc-ao2x4-yzmq4-o2ezo-7mjct-ypeqs-6rcyl-ozl5d-j64m6-blata-iae,,pc1,Panama City 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2606:f180:9:1a:6801:caff:fe3f:5e5,False,GenUnknown,qaes5-yo2iq-rhzta-vsh6g-ksq6o-yxtlb-lakue-snalc-ubxec-h3hy6-hae,eatbv-nlydd-n655c-g7j7p-gnmpz-pszdg-6e6et-veobv-ftz2y-4m752-vqe,Bianca-Martina Rohner,REPLICA,Navegalo,"North America,PA,Panama City",UP,qdvhd-os4o2-zzrdw-xrcv4-gljou-eztdp-bj326-e6jgr-tkhuc-ql6v2-yqe
bydvi-usuoj-bhuak-xyt2l-gw5hc-j5o5y-plelm-p3uim-5myex-wmrrq-uqe,,bc1,Vancouver,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:438:8000:1d:6801:cdff:fe81:bea7,False,GenUnknown,feb2q-mgxwe-okz7r-juws2-mahg4-wflqu-oeflf-kvh4r-qaqit-hbqpg-uqe,7at4h-nhtvt-a4s55-jigss-wr2ha-ysxkn-e6w7x-7ggnm-qd3d5-ry66r-cae,Blockchain Development Labs,REPLICA,Cyxtera,"North America,CA,British Columbia",UP,kp5jj-kpgmn-f4ohx-uqot6-wtbbr-lmtqv-kpkaf-gcksv-snkwm-43kmy-iae
